48.4271 135.13542 18.0
48.427177 135.13545 18.0
48.4271 135.13539 18.0
48.427074 135.13531 18.0
48.427094 135.13524 18.0
48.42706 135.13527 18.0
48.427044 135.13518 18.0
48.42704 135.13506 18.0
48.427044 135.13498 18.0
48.427074 135.13489 18.0
48.42712 135.13483 19.0
48.427177 135.1348 19.0
48.427227 135.13477 19.0
48.42728 135.13477 19.0
48.427334 135.13475 20.0
48.42739 135.13474 20.0
48.42745 135.13474 21.0
48.427498 135.13472 21.0
48.42755 135.1347 21.0
48.427597 135.13469 21.0
48.427677 135.13466 22.0
48.42775 135.13464 22.0
48.42781 135.13461 22.0
48.4279 135.13458 23.0
48.427982 135.13455 23.0
48.428074 135.13452 23.0
48.428123 135.13452 23.0
48.42818 135.13452 23.0
48.428226 135.13449 23.0
48.42827 135.13448 23.0
48.428314 135.13446 24.0
48.42836 135.13443 24.0
48.42841 135.13441 24.0
48.428463 135.1344 24.0
48.428513 135.13438 24.0
48.42857 135.13437 24.0
48.42863 135.13434 24.0
48.428688 135.13434 25.0
48.428753 135.13431 25.0
48.42881 135.1343 25.0
48.428867 135.13426 25.0
48.428925 135.13425 26.0
48.428974 135.13423 26.0
48.42902 135.1342 26.0
48.42912 135.13417 27.0
48.429173 135.13414 27.0
48.42923 135.13411 27.0
48.429276 135.13408 28.0
48.429344 135.13406 28.0
48.429424 135.13403 28.0
48.429485 135.13402 28.0
48.429554 135.13399 28.0
48.429607 135.13397 29.0
48.429676 135.13396 29.0
48.42978 135.13393 29.0
48.429825 135.1339 29.0
48.429882 135.13388 29.0
48.42999 135.13385 29.0
48.43004 135.13383 29.0
48.430096 135.13382 29.0
48.430153 135.1338 29.0
48.430214 135.13377 29.0
48.430275 135.13374 29.0
48.430336 135.13374 29.0
48.43038 135.13371 29.0
48.430454 135.1337 29.0
48.430515 135.13368 29.0
48.43056 135.13365 29.0
48.430637 135.13362 29.0
48.43071 135.13362 29.0
48.430775 135.13359 29.0
48.43084 135.13358 29.0
48.430885 135.13356 29.0
48.430946 135.13353 29.0
48.430996 135.13351 28.0
48.431053 135.1335 28.0
48.431118 135.13347 28.0
48.43118 135.13345 28.0
48.431248 135.13344 28.0
48.431305 135.13342 28.0
48.43137 135.13339 27.0
48.431446 135.13336 27.0
48.431522 135.13335 27.0
48.43159 135.13333 27.0
48.43165 135.13333 27.0
48.431732 135.1333 27.0
48.431812 135.13329 27.0
48.43188 135.13327 27.0
48.431927 135.13327 27.0
48.432007 135.13326 27.0
48.432068 135.13324 27.0
48.43213 135.13324 26.0
48.43219 135.13322 26.0
48.43225 135.13321 26.0
48.432327 135.1332 26.0
48.432415 135.13318 26.0
48.432495 135.13316 26.0
48.43256 135.13315 26.0
48.432613 135.13313 26.0
48.4327 135.13312 26.0
48.432777 135.1331 25.0
48.43284 135.13309 25.0
48.432907 135.13307 25.0
48.432957 135.13307 25.0
48.433014 135.13306 25.0
48.43308 135.13304 25.0
48.433178 135.13301 24.0
48.433224 135.133 24.0
48.43328 135.13298 24.0
48.43334 135.13297 23.0
48.433388 135.13295 23.0
48.433437 135.13293 23.0
48.43349 135.13293 22.0
48.433537 135.1329 22.0
48.433582 135.13289 22.0
48.433662 135.13287 21.0
48.43372 135.13284 21.0
48.433773 135.13283 20.0
48.433834 135.13281 20.0
48.433884 135.13278 20.0
48.433937 135.13278 20.0
48.434 135.13257 19.0
48.434002 135.13246 18.0
48.434002 135.13237 18.0
48.434 135.13223 17.0
48.43399 135.13216 17.0
48.433983 135.13203 16.0
48.43397 135.13193 15.0
48.433968 135.13187 15.0
48.433956 135.13177 15.0
48.433945 135.13168 15.0
48.43394 135.1316 14.0
48.433926 135.13144 14.0
48.43392 135.13138 13.0
48.43392 135.1313 13.0
48.433914 135.13118 12.0
48.43397 135.13109 12.0
48.434044 135.13103 11.0
48.434082 135.131 11.0
48.43417 135.13097 10.0
48.43423 135.13094 10.0
48.434288 135.13092 10.0
48.434334 135.1309 10.0
48.43441 135.13087 10.0
48.43447 135.13087 10.0
48.43453 135.13084 10.0
48.434586 135.13083 10.0
48.434635 135.13081 10.0
48.43469 135.13078 10.0
48.43476 135.13077 10.0
48.434822 135.13075 10.0
48.434883 135.13074 10.0
48.434948 135.13072 10.0
48.43501 135.13072 10.0
48.435066 135.1307 10.0
48.435123 135.13069 10.0
48.435165 135.13068 10.0
48.435226 135.13066 10.0
48.43529 135.13065 10.0
48.43535 135.13063 10.0
48.4354 135.13062 9.0
48.435467 135.1306 9.0
48.435513 135.13058 9.0
48.43557 135.13057 7.0
48.435623 135.13055 7.0
48.43568 135.13054 6.0
48.435734 135.13054 6.0
48.4358 135.13051 5.0
48.43586 135.13051 5.0
48.43593 135.13048 5.0
48.435997 135.13046 5.0
48.436066 135.13045 5.0
48.43613 135.13043 5.0
48.436203 135.1304 5.0
48.436275 135.1304 5.0
48.43634 135.13037 5.0
48.43641 135.13036 5.0
48.43648 135.13034 5.0
48.436558 135.13031 5.0
48.43663 135.1303 5.0
48.436695 135.13028 5.0
48.436768 135.13025 5.0
48.436825 135.13023 5.0
48.43689 135.13022 5.0
48.436977 135.13019 5.0
48.437042 135.13017 5.0
48.437115 135.13016 6.0
48.437187 135.13013 6.0
48.43726 135.13011 6.0
48.43733 135.1301 6.0
48.4374 135.13007 6.0
48.43747 135.13005 6.0
48.437523 135.13004 6.0
48.437595 135.13 6.0
48.43767 135.12999 6.0
48.43776 135.12996 6.0
48.437836 135.12994 6.0
48.43791 135.12991 7.0
48.43798 135.1299 7.0
48.438053 135.12988 7.0
48.43812 135.12985 7.0
48.438194 135.12984 7.0
48.438267 135.12982 7.0
48.43834 135.1298 7.0
48.43841 135.12979 7.0
48.43848 135.12976 7.0
48.438553 135.12975 7.0
48.43861 135.12973 7.0
48.438683 135.12971 7.0
48.43877 135.1297 7.0
48.43885 135.12967 7.0
48.438934 135.12965 7.0
48.439003 135.12964 7.0
48.43908 135.12962 7.0
48.43915 135.12961 7.0
48.43921 135.1296 7.0
48.4393 135.12956 7.0
48.439358 135.12955 6.0
48.439407 135.12955 6.0
48.439495 135.12952 6.0
48.439568 135.1295 6.0
48.43964 135.12947 6.0
48.439716 135.12946 6.0
48.43979 135.12944 5.0
48.439842 135.12943 5.0
48.43993 135.12941 5.0
48.43999 135.12938 5.0
48.440075 135.12936 5.0
48.44014 135.12935 5.0
48.440197 135.12932 5.0
48.440273 135.1293 4.0
48.44033 135.12929 4.0
48.440403 135.12927 4.0
48.440464 135.12924 4.0
48.44053 135.12923 4.0
48.440598 135.1292 3.0
48.440662 135.12918 3.0
48.44073 135.12917 3.0
48.440796 135.12914 3.0
48.440857 135.12912 3.0
48.440914 135.1291 3.0
48.440975 135.12907 3.0
48.441036 135.12906 3.0
48.441097 135.12904 2.0
48.441154 135.12901 2.0
48.441227 135.12898 2.0
48.441288 135.12895 2.0
48.441338 135.12894 2.0
48.44141 135.12892 2.0
48.44147 135.12889 2.0
48.441525 135.12888 2.0
48.44159 135.12885 2.0
48.44166 135.12881 2.0
48.441723 135.1288 2.0
48.441784 135.12878 2.0
48.441845 135.12875 1.0
48.44195 135.12872 1.0
48.442005 135.1287 1.0
48.44207 135.12868 1.0
48.442116 135.12866 1.0
48.44216 135.12865 1.0
48.44223 135.12863 1.0
48.442295 135.12851 1.0
48.442307 135.12837 0.0
48.442303 135.1283 0.0
48.442295 135.1282 0.0
48.44229 135.12811 0.0
48.442276 135.12802 0.0
